DIRECTORIO	FEX_C	REGION	DIA_REFERENCIA_2	clase	P424	P4030S1	P4030S1A1	P4030S5	P4030S3	P4030S4	P4030S4A1	P4030S2	P4020
2925531	58.8234476345842	1	8	1	1	1	1	1	1	1	3	1	3
2925532	78.9429300021558	1	6	1	1	1	2	1	1	1	3	1	3
2925533	304.569013434433	5	1	1	2	1	2	1	1	1	3	1	6
2925534	259.369899748085	5	2	1	1	1	2	1	1	1	3	1	3
2925535	186.878977849666	5	5	1	1	1	2	1	1	1	3	1	3
2925536	213.495438633744	2	5	1	1	1	2	1	1	1	3	1	3
2925537	281.510512597824	2	5	1	1	1	2	1	1	1	3	1	3
2925538	256.459359086141	2	5	1	1	1	2	1	1	1	3	1	3
2925539	223.880059756672	2	5	1	1	1	2	1	1	1	3	1	3
2925540	257.363713246371	2	5	1	1	1	2	1	1	1	3	1	6
2925541	294.637490284401	2	5	1	1	1	2	1	1	1	3	1	4
2925542	216.592356283517	2	5	1	1	1	2	1	1	1	3	1	6
2925543	233.108409826528	2	6	1	1	1	2	1	1	1	3	1	3
2925544	278.551079052702	2	5	1	1	1	2	1	1	1	3	1	3
2925545	160.58492766678	2	5	1	1	1	2	1	1	1	3	1	3
2925546	106.363835989647	2	7	1	1	1	2	1	1	1	3	1	6
2925547	128.42729404838	2	1	1	2	1	2	1	1	1	3	2	3
2925548	62.0525785234722	2	2	1	1	1	4	1	1	1	3	1	3
2925549	57.6616549078468	2	3	1	1	1	4	1	1	1	3	1	3
2925550	113.799379033007	2	4	1	1	1	4	1	1	1	3	2	3
2925551	62.9059526662647	2	5	1	1	1	4	1	1	1	3	2	3
2925552	126.303163274386	2	1	1	2	1	2	1	1	1	3	2	3
2925553	62.4947062833838	2	2	1	1	1	4	1	1	1	3	1	3
2925554	74.1065878579692	2	3	1	1	1	4	1	1	1	3	1	3
2925555	99.8026709846906	2	4	1	1	1	4	1	1	1	3	2	3
2925556	69.8828800473233	2	5	1	1	1	4	1	1	1	3	2	3
2925557	73.0469923249667	2	6	1	1	1	4	1	1	1	3	2	3
2925558	123.804833394068	2	6	1	1	1	2	1	1	1	3	1	3
2925559	67.7998893084445	2	2	1	1	1	1	1	1	1	3	1	5
2925560	59.9695877845934	2	5	1	1	1	2	1	1	1	3	1	6
2925561	471.708768946794	3	6	2	1	1	2	1	2	2		2	7
2925562	367.294206734265	3	7	2	1	1	2	2	2	2		2	6
2925563	505.264323921141	3	1	1	1	1	2	1	2	1	2	2	4
2925564	182.166724540146	3	2	2	1	1	2	2	2	2		2	7
2925565	135.139822363136	3	3	1	1	1	1	1	2	1	3	1	1
2925566	266.075852850263	4	7	1	1	1	3	1	1	1	3	1	3
2925567	441.646007279238	4	1	1	1	1	3	1	1	1	3	1	3
2925568	515.830207676357	4	2	1	1	1	3	1	1	1	3	1	3
2925570	313.642850518919	4	1	1	2	1	3	1	1	1	3	2	3
2925571	416.381066246956	4	1	1	2	1	3	1	1	1	3	2	3
2925572	599.512936066763	4	2	1	1	1	3	1	1	1	3	1	3
2925573	233.459455079271	3	5	1	1	1	1	1	1	1	2	2	3
2925574	180.143924366569	3	6	1	1	1	1	1	1	1	2	2	3
2925575	232.0831526127	3	6	1	1	1	1	1	1	1	2	2	3
2925577	148.910266366212	3	4	1	1	1	1	1	1	1	2	2	6
2925578	209.502433541047	3	5	1	1	1	1	1	1	1	2	2	3
2925579	182.561075166562	3	5	1	1	1	1	1	1	1	2	2	6
2925580	134.732227119633	3	6	1	1	1	1	1	1	1	2	2	3
2925581	249.831570419231	3	7	1	1	1	1	1	1	1	2	2	3
2925582	232.097980741149	3	7	1	1	1	2	1	1	1	3	1	3
2925584	173.946689137437	1	4	1	1	1	2	1	1	1	3	1	3
2925585	144.710993138048	1	2	1	1	1	3	1	1	1	3	1	6
2925586	134.085029471505	1	5	1	2	1	3	1	1	1	3	1	6
2925587	137.330905925307	1	4	1	1	1	3	1	1	1	3	1	3
2925588	211.658138251611	2	2	1	1	1	2	1	1	1	3	1	3
2925589	79.3537921153532	1	2	1	1	1	1	1	1	1	2	1	7
2925590	134.276835106818	1	2	1	1	1	1	2	1	1	2	1	6
2925591	330.614949512786	4	3	1	2	1	2	1	1	1	3	1	3
2925592	273.340525412113	4	4	1	2	1	2	1	1	1	2	1	3
2925593	321.062417373212	4	6	1	2	1	2	1	1	1	3	1	3
2925594	205.206128157838	4	3	1	1	1	2	1	1	1	3	1	3
2925595	488.096251512456	4	5	1	2	1	2	1	1	1	3	1	3
2925597	319.964666750729	4	3	1	1	1	2	1	1	1	2	1	6
2925598	274.091864002346	4	4	1	2	1	2	1	1	1	3	1	3
2925599	189.315583528102	4	6	1	2	1	2	1	1	1	3	1	3
2925600	446.348324563675	4	3	1	1	1	2	1	1	1	3	1	3
2925602	414.655367035359	4	6	1	1	1	2	1	1	1	3	1	3
2925603	324.351729172131	4	4	1	1	1	2	1	1	1	3	1	3
2925604	316.566888754276	5	7	1	1	1	2	1	1	1	3	1	3
2925605	314.540148102126	5	7	1	1	1	2	1	1	1	3	1	3
2925606	332.107044561013	5	2	1	2	1	2	1	1	1	3	1	3
2925607	332.107044561013	5	2	1	2	1	2	1	1	1	3	1	3
2925608	553.511740935022	5	3	1	2	1	3	1	1	1	3	1	3
2925609	291.361901715523	5	2	1	2	1	2	1	1	1	3	1	3
2925610	286.299881176186	5	2	1	2	1	2	1	1	1	3	1	3
2925611	267.807883067505	5	5	1	1	1	4	1	1	1	3	1	3
2925612	293.200756236965	5	5	1	1	1	4	1	1	1	3	1	4
2925613	303.631391991521	5	8	1	3	1	2	1	1	1	3	1	3
2925614	312.982978227786	5	2	1	3	1	2	1	1	1	3	1	4
2925615	274.551833733258	5	2	1	1	1	1	1	1	1	3	1	3
2925616	471.878951873934	5	3	1	1	1	4	1	1	1	3	1	4
2925617	323.552294421966	5	8	1	2	1	2	1	1	1	3	1	3
2925618	278.417373642689	5	2	1	2	1	2	1	1	1	3	1	3
2925620	270.842685115842	2	5	1	2	1	1	1	1	1	2	2	6
2925621	587.558957269866	2	7	1	2	1	4	1	1	1	2	1	3
2925625	285.836128311606	2	5	1	2	1	1	1	1	1	2	2	4
2925630	171.340014419326	2	8	1	2	1	4	1	1	1	2	1	3
2925632	415.945512180405	2	4	1	2	1	2	1	1	1	2	1	3
2925633	462.189940898064	2	4	1	2	1	2	1	1	1	2	2	3
2925634	727.232823418381	2	7	1	2	1	3	1	1	1	2	1	3
2925635	610.305042399182	2	6	1	2	1	2	1	1	1	2	2	3
2925636	613.749375684341	2	6	1	2	1	2	1	1	1	2	1	3
2925637	412.87339624432	2	7	1	2	1	3	1	1	1	2	1	3
2925638	236.445147646396	2	5	1	2	1	6	1	1	1	2	1	1
2925639	244.313008507052	2	5	1	2	1	6	1	1	1	2	1	3
2925640	181.158292701794	2	5	1	2	1	6	1	1	1	2	1	3
2925641	457.519900472325	2	2	1	1	1	3	1	1	1	3	1	3
2925642	328.643258894842	2	7	1	2	1	2	1	1	1	3	1	3
2925643	343.645222105691	2	2	1	2	1	2	1	1	1	3	1	3
2925644	524.893277149857	2	4	1	2	1	6	1	1	1	2	1	3
2925645	204.573588819792	2	8	1	2	1	3	1	1	1	3	1	3
2925646	208.199179483168	2	8	1	2	1	3	1	1	1	3	2	3
2925648	236.445147646396	2	5	1	2	1	6	1	1	1	2	1	3
2925649	284.738390863562	2	8	1	1	1	3	1	1	1	3	1	3
2925650	155.169421530852	2	8	1	2	1	4	1	1	1	2	1	3
2925651	452.810531243201	2	6	1	2	1	4	1	1	1	2	2	3
2925652	409.535542835426	2	7	1	1	1	4	1	1	1	2	1	3
2925653	237.269623840663	2	5	1	2	1	4	1	1	1	2	2	3
2925654	452.810531243201	2	6	1	1	1	4	1	1	1	2	2	3
2925655	145.866437567385	2	8	1	1	1	2	1	1	1	2	1	3
2925656	144.101126187504	2	3	1	2	1	2	1	1	1	2	1	3
2925658	271.669665781722	2	2	1	2	1	3	1	1	1	2	1	3
2925659	283.967605007378	2	4	1	2	1	2	1	1	1	2	1	3
2925660	176.098000059	2	5	1	1	1	2	1	1	1	2	1	3
2925661	346.756679652857	2	6	1	3	1	2	1	1	1	2	1	4
2925662	424.342176068922	2	7	1	1	1	2	1	1	1	2	1	6
2925663	136.676022052885	2	8	1	1	1	2	1	1	1	2	1	4
2925664	198.176241230398	3	7	1	1	1	2	1	1	1	3	1	4
2925666	97.6100653495815	2	3	1	1	1	2	1	1	1	3	1	6
2925667	398.705647851993	2	2	1	2	1	4	1	1	1	2	1	3
2925668	392.930551939531	2	2	1	2	1	4	1	1	1	2	2	3
2925669	422.66251712434	2	2	1	2	1	4	1	1	1	2	1	3
2925670	502.224532405884	2	2	1	2	1	4	1	1	1	2	2	3
2925671	444.330350045625	2	2	1	2	1	4	1	1	1	2	1	3
2925672	295.850134271731	1	2	1	1	1	1	1	1	1	3	1	3
2925673	323.780170323333	1	7	1	1	1	1	1	1	1	3	1	3
2925674	239.957206424403	1	7	1	2	1	6	1	1	1	3	1	3
2925675	393.845983936701	1	6	1	1	1	2	1	1	1	3	1	3
2925677	209.693204453108	1	5	1	1	1	1	1	1	1	3	1	6
2925678	363.710545638706	1	6	1	1	1	1	1	1	1	3	1	6
2925680	307.489662820584	1	3	1	1	1	1	1	1	1	3	1	3
2925681	58.4206361759514	2	3	1	1	1	1	1	1	1	3	1	6
2925682	226.923893748502	2	5	1	1	1	9	1	1	1	2	2	6
2925683	279.303125485856	5	7	1	2	1	3	1	1	1	3	2	2
2925684	293.200756236965	5	7	1	2	1	3	1	1	1	3	1	3
2925685	244.482118228029	5	8	1	2	1	3	1	1	1	3	1	3
2925686	279.303125485856	5	7	1	2	1	3	1	1	1	3	1	3
2925687	276.404803097415	5	8	1	2	1	3	1	1	1	3	1	3
2925688	203.241760648181	5	3	1	2	1	3	1	1	1	3	1	3
2925689	214.132396205823	5	3	1	2	1	3	1	1	1	3	1	3
2925690	322.2041225974	5	7	1	2	1	3	1	1	1	3	1	3
2925691	317.316888583632	5	8	1	2	1	3	1	1	1	3	1	1
2925692	217.82160879209	5	3	1	2	1	3	1	1	1	3	1	3
2925693	253.853510866905	5	3	1	2	1	3	1	1	1	3	1	3
2925694	287.829390500282	5	7	1	2	1	5	1	1	1	3	1	1
2925695	246.383252422104	5	2	1	2	1	5	1	1	1	3	1	1
2925696	252.702147458179	5	7	1	2	1	5	1	1	1	3	1	5
2925697	258.336724129329	5	8	1	2	1	5	1	1	1	3	1	1
2925698	282.606072613624	5	6	1	2	1	4	1	1	1	3	1	3
2925699	260.282719899433	5	2	1	2	1	5	1	1	1	3	1	1
2925700	249.992213062214	5	6	1	2	1	4	1	1	1	3	1	1
2925701	262.956829256417	5	8	1	2	1	5	1	1	1	3	1	1
2925703	217.818961018734	1	4	1	1	1	2	1	1	1	3	1	3
2925704	462.005001905481	1	1	1	2	1	2	1	1	1	3	1	3
2925705	248.476236771425	1	5	1	1	1	2	1	1	1	3	1	3
2925706	230.659910546466	1	4	1	1	1	1	1	1	1	3	1	6
2925707	318.228835992044	1	6	1	1	1	2	1	1	1	3	1	3
2925708	509.490396359503	2	7	1	1	1	4	1	1	1	2	1	3
2925710	35.6452455839112	2	5	1	1	1	2	1	1	1	3	2	6
2925711	85.4991981804884	2	4	1	1	1	2	1	1	1	3	2	6
2925712	64.7315635625701	2	2	1	1	1	2	1	1	1	3	1	3
2925713	120.237708730068	2	4	1	1	1	2	1	1	1	3	1	3
2925714	63.9203331811671	2	4	1	1	1	2	1	1	1	3	1	3
2925715	70.9814809364478	2	3	1	1	1	2	1	1	1	3	2	6
2925716	102.98508848812	2	6	1	2	1	2	1	1	1	3	1	3
2925718	122.438960987592	1	3	1	1	1	3	1	1	1	3	1	3
2925719	198.214987237983	1	4	1	1	1	2	1	1	1	3	1	6
2925720	159.198987187179	1	7	1	2	1	3	1	1	1	2	1	6
2925721	146.604340528948	1	8	1	1	1	3	1	1	1	2	1	6
2925722	219.200611761604	1	7	1	1	1	2	1	1	1	3	1	6
2925723	208.223718210296	1	6	1	5	1	1	2	2	2		2	7
2925724	169.396611035379	1	4	1	1	1	1	1	1	1	3	1	6
2925725	240.518348426861	1	6	1	5	1	1	2	2	2		2	7
2925726	143.610924236001	1	3	1	1	1	1	1	2	2		2	6
2925727	275.110568249354	1	5	2	1	1	1	2	2	2		2	6
2925728	164.441168984902	1	6	1	5	1	1	2	2	2		2	7
2925729	141.260331485733	1	4	1	1	1	1	1	1	1	3	1	6
2925730	203.476866640113	1	3	1	1	1	1	1	2	2		1	6
2925731	250.660271037444	1	4	1	1	1	1	1	2	2		2	7
2925732	300.90496049087	5	8	1	1	1	5	1	1	1	2	1	3
2925733	267.807883067505	5	7	1	1	1	5	1	1	1	3	1	2
2925734	328.534171149552	5	7	1	1	1	5	1	1	1	3	1	3
2925735	294.669554652536	5	8	1	2	1	2	1	1	1	3	1	3
2925736	298.306253867206	5	7	1	2	1	3	1	1	1	3	1	4
2925737	215.454152304445	2	4	1	1	1	2	1	1	1	3	1	4
2925738	236.447405633278	3	2	1	2	1	2	1	1	1	3	1	4
2925739	226.730628329371	3	4	1	1	1	2	1	1	1	3	2	6
2925740	335.521086130711	3	6	1	1	1	2	1	1	1	3	1	4
2925742	182.894696788835	1	8	1	1	1	1	1	2	1	2	2	6
2925743	249.818138011378	1	2	1	1	1	1	1	2	1	2	2	6
2925745	154.328359152502	1	3	1	1	1	1	2	2	1	3	2	6
2925746	178.526793374407	1	4	1	1	1	1	1	2	1	3	2	6
2925747	167.523720715727	1	5	1	1	1	1	1	2	1	3	2	6
2925749	217.396860902967	1	8	1	1	1	1	1	2	1	2	2	6
2925750	208.40409416719	1	8	1	1	1	1	1	2	1	2	2	6
2925752	143.695132656508	1	3	1	1	1	1	1	2	1	3	2	7
2925753	147.92071260153	1	4	1	1	1	1	1	2	1	3	2	3
2925754	114.941894361161	1	6	1	1	1	1	1	2	1	3	2	7
2925755	110.966328362838	1	6	2	1	1	1	1	2	1	2	2	6
2925756	154.722656412907	2	8	2	1	1	2	1	1	1	1	2	3
2925757	203.013324593648	2	8	2	1	1	1	1	1	1	1	2	6
2925758	396.944941252165	2	2	2	1	1	2	1	2	1	1	2	6
2925759	301.919949441352	2	2	2	1	1	2	1	1	1	1	2	3
2925761	169.19290708887	2	3	2	1	1	2	1	2	1	2	2	3
2925762	200.703077614787	2	3	2	1	1	1	2	2	1	2	2	3
2925763	344.102157994529	2	4	2	1	1	2	2	2	2		2	5
2925764	387.547796438559	2	4	2	1	1	2	2	2	2		2	5
2925765	370.911969242352	2	5	2	1	1	2	2	2	2		2	6
2925766	184.300182895029	2	8	2	1	1	2	1	1	1	1	2	3
2925767	591.226416482541	2	5	2	1	1	2	2	1	2		2	7
2925768	192.791403178918	2	8	2	1	1	2	1	1	1	1	2	6
2925770	352.871952067992	2	2	2	1	1	2	1	1	1	1	2	3
2925773	119.355943190192	2	3	2	1	1	2	1	1	1	2	2	3
2925774	161.556535313437	2	3	2	1	1	2	1	1	2		2	5
2925775	569.023908075376	2	4	2	1	1	2	2	2	2		1	5
2925776	298.321176853419	2	5	2	1	1	2	2	1	2		2	3
2925777	225.607460509263	2	4	2	1	1	2	1	2	2		2	5
2925778	277.041942720083	2	2	2	1	1	2	1	2	1	1	2	6
2925779	176.04813788165	2	3	1	2	1	3	1	1	1	2	1	3
2925780	209.5602885903	2	3	1	2	1	3	1	1	1	2	1	3
2925781	239.727940123505	2	4	1	2	1	3	1	1	1	2	1	3
2925782	301.371172549627	2	4	1	2	1	3	1	1	1	2	1	3
2925784	150.348491937809	2	4	2	2	1	2	1	2	2		2	3
2925786	243.562484594696	2	5	2	1	1	2	1	2	2		2	6
2925787	195.185728939168	2	5	2	1	1	2	2	2	2		2	5
2925789	241.180827717917	2	7	2	1	1	2	1	2	1	1	2	6
2925790	164.267127249568	2	7	2	1	1	2	1	2	1	1	2	3
2925791	184.300182895029	2	8	2	1	1	2	1	2	1	1	2	3
2925792	158.401029858683	2	8	2	1	1	2	1	2	1	1	2	6
2925793	201.323602897402	2	4	2	1	1	2	1	2	2		2	5
2925794	282.296917118153	2	2	2	1	1	2	1	2	1	1	2	6
2925795	156.469105534806	2	3	1	2	1	3	1	1	1	2	1	3
2925796	182.294476614037	2	3	1	2	1	3	1	1	1	2	1	3
2925797	282.932025648712	2	4	1	2	1	3	1	1	1	2	1	3
2925798	277.868527454734	2	5	1	2	1	3	1	1	1	2	1	3
2925799	140.815940123117	2	4	2	1	1	2	1	2	2		2	3
2925800	213.465531703332	2	4	2	1	1	2	1	2	2		2	6
2925801	137.559673313963	2	5	2	1	1	2	1	2	2		2	6
2925802	232.508880622168	2	5	2	1	1	2	2	2	2		2	6
2925803	153.570245336477	2	7	2	1	1	2	1	2	2		2	6
2925806	129.806692167237	2	8	2	1	1	2	1	2	1	1	2	6
2925807	323.576793222061	2	2	2	1	1	2	1	2	1	1	2	3
2925808	203.387885695215	4	4	1	1	1	1	1	1	1	2	2	6
2925809	209.785233145218	3	7	1	1	1	1	1	1	1	2	2	6
2925810	410.159259234191	3	8	1	1	1	1	1	1	1	2	2	6
2925811	238.995033354712	3	2	1	1	1	1	1	1	1	2	2	3
2925813	312.676307491568	3	8	1	1	1	1	1	1	1	2	2	6
2925814	238.995033354712	3	2	1	1	1	1	1	1	1	2	2	6
2925815	345.617522011096	3	2	1	1	1	1	1	1	1	2	2	6
2925816	213.49013932599	3	6	1	2	1	2	1	1	1	3	2	3
2925817	399.442336156286	3	8	1	1	1	2	1	1	1	3	2	6
2925818	313.117874039229	3	2	1	1	1	2	1	1	1	3	2	6
2925819	148.910266366212	3	4	1	1	1	1	1	1	1	3	2	6
2925820	225.965694792776	3	7	1	1	1	2	1	1	1	2	2	3
2925821	369.532519914721	3	8	1	3	1	1	1	1	1	2	2	3
2925823	210.871512989816	3	3	1	1	1	2	1	1	1	2	2	3
2925824	224.334048832199	3	5	1	1	1	2	1	1	1	2	2	3
2925825	330.925319413052	2	2	1	2	1	4	1	1	1	2	2	3
2925826	273.793127174352	2	4	1	2	1	2	1	1	1	2	2	3
2925827	290.285283072889	2	2	1	2	1	4	1	1	1	2	1	1
2925828	397.148331820772	2	5	1	2	1	2	1	1	1	2	1	3
2925829	197.443539465125	2	6	1	2	1	2	1	1	1	2	1	3
2925830	340.831396242908	2	4	1	2	1	2	1	1	1	2	1	3
2925831	397.148331820772	2	5	1	2	1	2	1	1	1	2	1	3
2925832	193.984467973764	2	4	1	1	1	3	1	1	1	2	1	3
2925833	319.652873119277	2	5	1	2	1	3	1	1	1	2	1	3
2925834	211.020023745285	2	6	1	1	1	3	1	1	1	2	2	3
2925835	259.746937137297	2	4	1	2	1	3	1	1	1	2	1	3
2925836	589.049541914228	2	4	1	2	1	3	1	1	1	2	2	3
2925837	599.819865998206	2	5	1	2	1	3	1	1	1	2	2	3
2925838	448.605367561936	2	5	1	2	1	3	1	1	1	2	2	3
2925839	387.216351995796	2	4	1	2	1	3	1	1	1	2	2	3
2925840	387.216351995796	2	4	1	2	1	3	1	1	1	2	2	3
2925841	533.24737318664	2	5	1	2	1	3	1	1	1	2	2	3
2925842	380.727049847616	2	4	1	2	1	3	1	1	1	2	1	3
2925843	451.197659441138	2	5	1	2	1	3	1	1	1	2	2	6
2925844	467.963236528184	2	5	1	2	1	3	1	1	1	2	1	3
2925845	538.122340081524	2	4	1	2	1	2	1	1	1	2	1	3
2925846	267.848559728335	2	8	1	1	1	3	1	1	1	2	1	3
2925847	232.167453058088	2	8	1	2	1	3	1	1	1	2	1	3
2925848	422.66251712434	2	2	1	2	1	3	1	1	1	2	1	3
2925849	827.73724969459	2	7	1	2	1	3	1	1	1	2	2	3
2925850	260.287938629921	2	8	1	2	1	3	1	1	1	2	2	4
2925851	272.121005976868	2	8	1	2	1	3	1	1	1	2	1	3
2925853	540.36442276017	2	2	1	2	1	3	1	1	1	2	1	3
2925854	598.826189013779	2	6	1	2	1	2	1	1	1	2	1	1
2925855	295.957506959038	2	1	1	1	1	5	1	1	1	2	1	3
2925856	131.525955041647	2	3	2	1	1	2	1	1	1	3	1	3
2925857	184.425662328213	2	3	2	1	1	2	1	1	1	3	1	3
2925858	353.863583058081	2	3	2	1	1	2	1	1	1	3	1	3
2925859	201.917585643021	2	3	2	1	1	2	1	1	1	3	1	3
2925860	273.541614689063	2	3	2	1	1	2	1	1	1	3	1	3
2925861	342.32911815793	2	3	2	1	1	2	1	1	1	3	1	3
2925862	261.84846659397	2	3	2	1	1	2	1	1	1	3	2	6
2925863	246.954514329374	2	3	2	1	1	2	1	1	1	3	1	6
2925864	239.945637639351	2	3	2	1	1	2	1	1	1	3	1	3
2925865	214.763690872235	2	3	2	1	1	2	1	1	1	3	1	6
2925866	186.74978981882	2	8	1	1	1	2	1	1	1	3	1	3
2925867	171.130989238977	2	8	1	1	1	2	1	1	1	3	1	3
2925868	200.661720577802	2	8	1	1	1	2	1	1	1	3	1	3
2925869	145.912864168643	2	8	1	1	1	2	1	1	1	3	1	3
2925870	192.183772915524	3	4	1	2	1	2	1	1	1	3	1	3
2925871	264.737358986259	3	6	1	3	1	2	1	1	1	3	2	3
2925873	301.423809790443	3	5	1	2	1	2	1	1	1	3	2	3
2925874	127.942798502567	2	5	1	1	1	2	1	1	1	3	1	4
2925875	145.427725407603	2	8	1	1	1	2	1	1	1	3	1	3
2925876	149.632264018478	2	8	1	1	1	2	1	1	1	3	1	6
2925879	186.498656358942	2	8	1	1	1	2	1	1	1	3	1	3
2925880	155.751251421511	2	8	1	1	1	2	1	1	1	3	1	3
2925881	122.25873999927	2	8	1	1	1	2	1	1	1	3	1	3
2925882	171.130989238977	2	8	1	1	1	2	1	1	1	3	1	3
2925884	137.881608658196	4	1	2	1	1	1	1	2	2		2	6
2925885	146.013338531537	4	3	1	2	1	2	1	1	1	3	2	6
2925886	84.5912492265474	1	3	1	1	1	1	1	1	1	2	1	6
2925887	79.157135969239	1	4	1	1	1	2	1	1	1	2	1	6
2925888	69.2990414338893	1	5	1	1	1	1	1	1	1	2	1	6
2925889	78.3888176478557	1	3	1	1	1	1	1	1	1	3	1	3
2925890	13.6761839669232	6	3	1	1	1	2	1	2	1	3	2	6
2925891	17.6587114419347	6	4	1	2	1	2	1	2	1	3	2	3
2925892	33.5866196883577	6	5	1	1	1	2	1	2	1	3	2	3
2925893	17.5420709820172	6	6	1	2	1	3	1	2	1	3	2	3
2925894	31.3919838172597	6	5	1	2	1	2	1	2	1	3	2	3
2925895	20.4956290862472	6	6	1	2	1	2	1	2	1	3	2	3
2925896	21.6804367415482	6	2	1	2	1	2	2	2	1	3	2	3
2925897	15.1583925241124	6	6	1	2	1	1	2	2	1	3	2	3
2925898	26.9616466609147	6	4	1	2	1	2	1	2	1	3	2	3
2925899	277.922002950037	4	2	1	2	1	1	1	1	1	3	1	6
2925900	217.409992493669	4	6	1	2	1	3	1	1	1	3	1	3
2925901	359.745571503079	4	3	1	2	1	3	1	1	1	3	1	3
2925902	332.216766128643	4	6	1	2	1	2	1	1	1	3	1	6
2925903	302.717930900948	4	6	1	2	1	3	1	1	1	3	1	3
2925905	314.150795901652	4	2	1	2	1	1	1	1	1	3	1	3
2925906	258.452477680826	4	2	1	2	1	4	1	1	1	3	1	3
2925907	264.216840760211	4	8	1	2	1	3	1	1	1	3	1	3
2925908	525.326157162443	4	6	1	1	1	2	1	1	1	3	1	3
2925909	245.278616826437	4	8	1	2	1	3	1	1	1	3	1	3
2925910	313.642850518919	4	3	1	2	1	3	1	1	1	3	1	5
2925911	198.778431320825	4	8	1	2	1	3	1	1	1	3	1	3
2925912	609.918078049863	4	7	1	2	1	3	1	1	1	3	1	3
2925913	485.640542738971	4	7	1	2	1	3	1	1	1	3	1	3
2925914	186.680779454203	4	4	1	2	1	3	1	1	1	3	1	3
2925915	287.707151801977	4	5	1	2	1	1	1	1	1	3	1	6
2925916	223.864042006068	4	8	1	2	1	1	1	1	1	3	1	3
2925917	313.642850518919	4	3	1	2	1	1	1	1	1	3	1	3
2925918	220.26464195836	4	2	1	1	1	2	1	1	1	3	1	3
2925919	553.715613365796	4	7	1	1	1	1	1	1	1	3	1	6
2925920	260.196564504282	4	4	1	2	1	2	1	1	1	3	1	3
2925921	502.339102007243	4	6	1	2	1	3	1	1	1	3	1	3
2925922	447.675871062728	4	6	1	2	1	3	1	2	1	3	2	6
2925923	436.767922041486	4	3	1	2	1	1	1	1	1	3	1	3
2925924	487.985613920826	4	7	1	2	1	1	1	1	1	3	1	3
2925925	284.550416225375	4	8	1	2	1	1	1	1	1	3	1	3
2925926	293.432755032024	4	5	1	2	1	3	1	1	1	3	1	3
2925927	676.285814773913	4	7	1	2	1	1	1	1	1	3	2	3
2925928	343.112294933114	4	2	1	2	1	1	1	1	1	3	2	3
2925929	320.11923682984	4	4	1	1	1	3	1	1	1	3	1	3
2925930	350.704154119342	4	4	1	2	1	3	1	1	1	3	1	3
2925931	252.836502426714	4	4	1	1	1	2	1	1	1	3	1	3
2925932	222.998083518025	2	4	2	1	1	2	1	1	1	1	2	6
2925934	182.789048979864	2	5	2	1	1	2	1	1	1	1	2	6
2925935	176.085507150974	2	5	2	1	1	2	1	1	1	1	2	5
2925936	227.33000628208	2	5	2	1	1	2	1	1	1	1	2	6
2925937	344.598979112875	2	6	2	1	1	1	1	1	1	1	2	6
2925938	418.6924126721	2	6	2	1	1	1	1	1	1	1	2	6
2925939	226.588538258792	2	4	2	1	1	2	1	1	1	1	2	6
2925941	206.305090440309	2	5	2	1	1	2	1	1	1	1	2	5
2925942	158.962272532436	2	5	2	1	1	2	1	2	1	1	2	4
2925943	279.218627884503	2	6	2	1	1	2	1	1	1	1	2	6
2925944	438.510595850757	2	6	2	1	1	2	1	1	1	1	2	6
2925947	184.506171120032	5	5	1	2	1	2	1	1	1	3	1	6
2925948	319.307713347278	5	1	1	2	1	2	1	1	1	3	1	3
2925951	246.846688345831	5	1	1	1	1	3	1	1	1	3	1	4
2925952	283.825069706541	5	3	1	1	1	3	1	1	1	3	1	3
2925953	146.620028898956	2	8	1	2	1	4	1	1	1	2	1	3
2925954	365.229303110035	3	1	1	1	1	1	1	1	1	3	1	6
2925955	179.326969447883	3	2	1	1	1	3	1	1	1	3	1	3
2925956	138.190353146677	3	3	1	2	1	4	1	1	1	3	1	3
2925957	120.222256193548	3	6	1	2	1	4	1	1	1	3	1	3
2925958	147.034917155243	3	5	1	1	1	3	1	1	1	2	1	3
2925959	145.322607251151	3	7	1	1	1	3	1	1	1	3	1	3
2925960	153.702009497652	3	2	1	2	1	4	1	1	1	3	1	3
2925961	149.690333980519	3	4	1	2	1	4	1	1	1	3	1	3
2925962	189.698271191335	3	5	1	2	1	4	1	1	1	3	1	3
2925963	909.550806065732	1	1	2	1	1	1	1	2	2		2	6
2925965	178.348699724643	1	2	2	1	1	1	2	2	2		2	6
2925967	659.641207432046	1	3	2	1	1	1	2	2	2		2	7
2925968	807.593513129277	1	4	2	1	1	1	2	2	2		2	6
2925969	518.81092571502	1	4	2	1	1	1	2	2	2		2	7
2925971	521.874425387352	1	6	1	1	1	1	1	2	2		2	3
2925972	469.774691186008	1	6	1	1	1	1	1	2	2		2	7
2925973	484.224437726044	1	7	1	1	1	1	1	2	2		2	6
2925974	635.859686682283	1	2	2	1	1	1	1	2	2		2	6
2925975	249.263941887278	1	7	1	1	1	1	2	2	2		2	6
2925976	496.959310471819	1	8	1	1	1	1	1	2	2		2	6
2925977	654.42615201587	1	2	1	1	1	1	1	2	2		2	7
2925978	361.779675018117	1	2	1	1	1	1	1	2	1	2	2	6
2925979	346.842067406892	1	3	1	1	1	1	1	2	1	2	2	6
2925982	483.12739126108	1	4	2	1	1	1	1	2	2		2	6
